"id","name","alt","uploader_category_id","user_id","publish_begin","publish_end","created","modified"
"1","aip2015orientation.pdf","aip2015orientation.pdf","","1","","","2015-04-01 15:17:32","2015-04-01 15:17:32"
"2","aipcafe.jpg","aipcafe.jpg","","1","","","2015-04-07 18:04:19","2015-04-07 18:04:19"
"3","CodeForFukuoka.jpg","CodeForFukuoka.jpg","","1","","","2015-04-07 20:56:10","2015-04-07 20:56:10"
"4","StartupCafe.jpg","StartupCafe.jpg","","1","","","2015-04-07 20:57:29","2015-04-07 20:57:29"
"5","aiplogo.png","aiplogo.png","","1","","","2015-04-07 22:18:41","2015-04-07 22:18:41"
"6","IMG_0058.jpg","IMG_0058.jpg","","1","","","2015-05-18 16:32:49","2015-05-18 16:32:49"
"7","IMG_0059.jpg","IMG_0059.jpg","","1","","","2015-05-18 16:32:57","2015-05-18 16:32:57"
"8","IMG_0058a.jpg","IMG_0058a.jpg","","1","","","2015-05-18 16:35:26","2015-05-18 16:35:26"
"9","tenjin_wifi_logo.gif","tenjin_wifi_logo.gif","","1","","","2015-05-21 10:49:58","2015-05-21 10:49:58"
"10","tenjinwifi21.gif","tenjinwifi21.gif","","1","","","2015-05-21 10:57:00","2015-05-21 10:57:00"
"11","11217521_10206311839742313_4349664843740391851_n.jpg","11217521_10206311839742313_4349664843740391851_n.jpg","","1","","","2015-05-24 16:45:04","2015-05-24 16:45:04"
"12","20308_10206311839342303_3356147275786163750_n.jpg","20308_10206311839342303_3356147275786163750_n.jpg","","1","","","2015-05-24 16:45:37","2015-05-24 16:45:37"
"13","daimyo_now.jpg","daimyo_now.jpg","","1","","","2015-05-27 14:02:25","2015-05-27 14:02:25"
"14","IMG_4014.jpg","IMG_4014.jpg","","1","","","2015-06-01 10:48:27","2015-06-01 10:48:28"
"15","shin002.jpg","shin002.jpg","","1","","","2015-06-08 11:41:01","2015-06-08 11:41:02"
"16","shin003.jpg","shin003.jpg","","1","","","2015-06-08 11:41:09","2015-06-08 11:41:10"
"17","shin005.jpg","shin005.jpg","","1","","","2015-06-08 11:42:47","2015-06-08 11:42:48"
"18","AIP_teikan.pdf","AIP_teikan.pdf","","1","","","2015-06-24 18:01:29","2015-06-24 18:01:29"
